id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0WHOPmOuQKuu05k4g3UTvk,Wonderful,Everclear,59,1/1/2000,0.514,0.817,7,-6.489,1,0.0118,8.25E-06,0.346,0.734,186.765,280813,4
6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,Britney Spears,77,5/16/2000,0.751,0.834,1,-5.444,0,0.3,1.77E-05,0.355,0.894,95.053,211160,4
5gZEhPrN1VLqTG1nIAXeNK,I Wanna Love You Forever,Jessica Simpson,56,11/16/1999,0.59,0.666,4,-4.047,0,0.156,0,0.136,0.0743,104.042,263800,4
1OvjOVieEsYqGiK1T3mUv9,Give Me Just One Night (Una Noche),98º,44,9/26/2000,0.543,0.79,0,-6.145,1,0.0513,3.55E-06,0.0981,0.655,123.631,205160,4
6q4aoWgTQ8td2AvqQXuFqm,Take A Picture,Filter,64,8/24/1999,0.541,0.776,2,-8.042,1,0.00147,0.000221,0.178,0.282,98.986,363800,4
64BbK9SFKH2jk86U3dGj2P,Otherside,Red Hot Chili Peppers,77,6/8/1999,0.458,0.795,0,-3.265,1,0.00316,0.000202,0.0756,0.513,123.229,255373,4
7m97yKVzPpXV9Z4ezEziOD,Big Pimpin',UGK,68,12/28/1999,0.88,0.814,11,-6.307,0,0.168,0.00672,0.0584,0.942,138.083,283067,4
6RUa3ZwZYnJnNgZxtIYJR9,Purest of Pain (A Puro Dolor) - Martinee's Radio (Spanish),Lewis Martinee,11,1999,0.593,0.939,7,-3.431,1,0.45,1.33E-05,0.109,0.743,134.108,247480,4
3VEZvzr84WVnoorZ4tlBSw,He Can't Love U,Jagged Edge,54,1/18/2000,0.721,0.836,8,-3.972,0,0.112,0,0.235,0.508,126.279,244053,4
5S0cvScXb33JVpjTiY9Ivi,Separated,Avant,54,5/9/2000,0.798,0.48,0,-5.564,1,0.247,0,0.237,0.643,108.241,255600,4
3lqT89gv8p3PYwXtr3ODjv,I Wish,Carl Thomas,52,4/18/2000,0.736,0.666,1,-4.929,1,0.0593,3.82E-05,0.107,0.224,89.824,226760,4
5PMKzsUsTpZZGsCcJBuhP2,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)","Lisa ""Left Eye"" Lopes",62,5/29/1999,0.854,0.543,8,-6.166,0,0.0402,5.73E-05,0.0419,0.868,103.032,243733,4
4WP1XJnAUkZfTtMdZTaN9k,Faded,SoulDecision,48,2000,0.693,0.722,6,-6.387,0,0.244,0,0.0425,0.96,107.975,208667,4
1rAzW6aco1ZtxLRx4XOagB,Only God Knows Why,Kid Rock,59,8/5/1998,0.628,0.749,4,-5.18,1,0.0569,0.00204,0.134,0.31,129.2,327667,4
1jRzdY7oUBOhrylNtiMtBD,Shake Ya Ass,Mystikal,56,9/26/2000,0.914,0.607,7,-5.658,1,0.0626,0,0.0515,0.666,98.054,256973,4
7BgUcOjSOlKJXASLgJ6bx1,Bag Lady,Roy Ayres,53,10/31/2000,0.724,0.416,5,-8.964,0,0.365,0,0.0969,0.578,151.181,348893,4
4ocbH5ZJqajZIpUrqRUoue,Meet Virginia,Train,61,2/24/1998,0.675,0.553,7,-7.775,1,0.0863,7.58E-06,0.118,0.594,90.02,239933,4
4XSgaQfGgJ9FDCcvmOe404,Party Up (Up in Here) - Re-Recorded,DMX,48,3/8/2011,0.736,0.834,1,-3.052,0,0.077,0,0.407,0.234,100.979,297040,4
1ak0S3NhwWrUgNlQhJ1412,Case Of The Ex (Whatcha Gonna Do),Mýa,56,1/1/2000,0.774,0.684,1,-4.721,0,0.0687,9.34E-05,0.0765,0.354,98.001,236827,4
7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,Eminem,78,11/16/1999,0.924,0.74,8,-1.299,1,0.0827,0,0.163,0.621,133.974,222293,4
296XGtH5MeGisqD3uAz6Q6,That's The Way,Jo Dee Messina,43,8/1/2000,0.488,0.923,2,-3.697,1,0.129,0,0.158,0.818,183.891,202253,4
4ekWUsmWMaT5EI3VL0epBk,Swear It Again - Radio Edit,Westlife,63,11/1/1999,0.626,0.532,9,-7.205,1,0.296,0,0.122,0.33,130.071,248240,4
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,Snoop Dogg,81,11/16/1999,0.922,0.909,10,-2.429,0,0.0281,0,0.0856,0.309,95.295,161507,4
70XtWbcVZcpaOddJftMcVi,From the Bottom of My Broken Heart,Britney Spears,51,1/12/1999,0.677,0.665,7,-5.171,1,0.56,1.01E-06,0.338,0.706,74.981,312533,4
60g4sp8i3gXSb1EkphMl1g,Crash and Burn,Savage Garden,53,11/9/1999,0.581,0.607,4,-8.458,1,0.189,1.60E-06,0.0882,0.213,102.03,281467,4
1PrZOkFxJqTZAH8P3x87hW,Yes!,Chad Brock,46,2000,0.674,0.623,2,-5.97,1,0.00408,5.61E-05,0.0488,0.452,126.547,206733,4
5ApdBBa3MtTzpF0MbpB2NG,The Best Day,George Strait,42,1/1/2000,0.647,0.49,9,-5.044,1,0.676,0,0.231,0.298,132.336,204067,4
2uZwyxrg6VPvlVsvclIfel,Where I Wanna Be,Donell Jones,56,5/29/1999,0.664,0.396,5,-9.131,0,0.52,0,0.268,0.453,102.053,253627,4
7rDcULv8vV16vetBjPJhuE,How Do You Like Me Now?!,Toby Keith,61,1/1/1999,0.648,0.667,0,-8.986,1,0.0534,6.94E-06,0.0908,0.669,109.609,209067,4
5BeY2wY4rGFD1Q3aXO83Bv,My Best Friend,Tim McGraw,56,5/4/1999,0.444,0.484,9,-8.311,1,0.12,0,0.135,0.263,147.715,279867,4
0RZuCBV900eNA2FXCQ3uUM,Broadway,The Goo Goo Dolls,51,9/11/1998,0.527,0.878,11,-5.704,1,0.000555,0,0.0852,0.757,132.791,238533,4
564OSRbqySMYtqpyCXwXbP,In Love Wit Chu (feat. Cherish),Cherish,44,7/15/2003,0.813,0.704,0,-3.427,1,0.236,0,0.098,0.792,95.067,248147,4
487Dyzs7Xbbk4hIWYyYT80,Don't Think I'm Not,Kandi,55,9/12/2000,0.859,0.622,11,-8.196,1,0.0661,0,0.0394,0.433,134.007,243533,4
65B1tEOv5W294uCKbmEcFV,I Hope You Dance,Lee Ann Womack,65,1/1/2000,0.385,0.443,7,-9.627,0,0.0632,0,0.0898,0.275,151.278,294533,4
0pMUR7Uvp6vxlbG0qBFvgM,Better Off Alone,Alice Deejay,72,2000,0.671,0.88,8,-6.149,0,0.00181,0.691,0.285,0.782,136.953,214883,4
1C2Q3AymKS17bw7T5gfq6p,Dance with Me,Debelah Morgan,48,2000,0.85,0.674,7,-7.981,0,0.309,0.000645,0.0356,0.74,115.005,220107,4
1xK2NkwOfT8qZYWPossXGz,What About Now,Lonestar,50,1999,0.663,0.819,4,-7.464,1,0.147,0,0.0915,0.73,125.878,210000,4
0IvTGWbNnCiUi9IOF7ye3F,I Like It,JT Money,54,1/1/2000,0.826,0.656,9,-8.529,1,0.0101,0.000113,0.0272,0.852,129.963,251040,4
4rZB2G955dQMcjlb7e3VNB,24/7,Kevon Edmonds,39,10/12/1999,0.696,0.627,4,-5.629,1,0.0685,0,0.0993,0.322,116.047,274267,4
4DJwdQDai9DLYBL9TNrEDo,Girl On TV,LFO,47,8/10/1999,0.688,0.716,4,-4.001,0,0.131,0,0.134,0.352,96.043,247600,4
4eEwSz9LLyrRMaapJpKMFi,Bounce With Me (feat. Xscape),Xscape,31,5/26/2000,0.846,0.724,8,-6.114,1,0.38,0,0.324,0.941,72.005,203027,4
5HlwttV3gvOOF7rBqmTRZN,Cowboy Take Me Away - Instrumental,Guitar Tribute Players,24,12/28/2018,0.657,0.413,6,-9.686,1,0.87,0.894,0.0826,0.549,82.262,199867,4
5J1LBuPcII426fjeXy8Bv1,I Don't Wanna,Aaliyah,53,5/10/2005,0.707,0.514,9,-7.286,0,0.517,0,0.286,0.687,130.02,256560,4
69XUpOpjzDKcfdxqZebGiI,Independent Women,Destiny's Child,64,5/1/2001,0.73,0.602,6,-3.782,0,0.362,3.69E-06,0.169,0.927,97.954,221133,4
1rj0XawWJNisX7SGYexowJ,Gotta Tell You,Samantha Mumba,55,2000,0.739,0.75,0,-4.513,0,0.205,0,0.157,0.758,109.983,200160,4
5yaCquc7koPqtgj7v0lwHX,Waiting for Tonight,Jennifer Lopez,60,6/1/1999,0.695,0.945,10,-6.165,0,0.00341,0.0727,0.103,0.84,125.013,246427,4
7JKEA8xYDoFp4q0QBW2PGg,Shackles (Praise You),Mary Mary,63,2000,0.779,0.834,7,-2.773,1,0.0343,0,0.0886,0.8,100.46,198347,4
3LmvfNUQtglbTrydsdIqFU,We Belong Together,Mariah Carey,68,4/12/2005,0.837,0.462,0,-7.89,1,0.0339,0,0.09,0.762,139.986,201400,4
0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,Gwen Stefani,68,11/23/2004,0.926,0.916,10,-2.221,0,0.35,6.17E-06,0.0234,0.904,110.007,199853,4
3ibKnFDaa3GhpPGlOUj7ff,Let Me Love You,Mario,71,9/21/2004,0.656,0.578,7,-8.97,0,0.235,0,0.118,0.556,94.514,256733,4
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,71,1/17/2004,0.662,0.741,0,-5.406,1,0.00165,0.0303,0.114,0.404,131,188960,4
7uKcScNXuO3MWw6LowBjW1,1 2 Step,Ciara featuring Missy Elliott,73,9/27/2004,0.944,0.511,5,-10.96,0,0.042,0.00107,0.0379,0.842,113.046,203787,4
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Jamie Foxx,77,8/30/2005,0.629,0.696,1,-5.572,0,0.0195,0,0.0554,0.623,93.034,207627,4
5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,Green Day,75,11/17/2017,0.496,0.682,8,-4.095,1,0.00552,2.94E-05,0.0589,0.474,167.06,262333,4
5D2mYZuzcgjpchVY1pmTPh,Candy Shop,Olivia,78,3/3/2005,0.614,0.574,11,-7.961,1,0.0253,3.20E-05,0.38,0.755,125.173,209107,5
1gZ7i4qxXkHZb1r6eioaAP,Don't Cha,Busta Rhymes,66,1/1/2005,0.877,0.637,1,-3.493,0,0.00516,2.50E-06,0.0959,0.569,119.988,272080,4
0AKAxdNkwq9ZxRdW1DN9zW,Behind These Hazel Eyes,Kelly Clarkson,58,1/17/2004,0.548,0.889,9,-4.682,1,0.00165,0.00109,0.197,0.425,90.048,198973,4
69bHJ9qs5FrUJbKP8xU8uZ,Disco Inferno,50 Cent,71,3/3/2005,0.925,0.659,3,-4.763,1,0.206,7.88E-05,0.279,0.71,97.018,214227,4
0815caqt2Lytro5EIzMufT,You And Me,Lifehouse,73,3/22/2005,0.459,0.427,7,-7.734,1,0.114,0,0.168,0.354,139.902,195493,3
4MtDnnAJ1AtWit10FRmZdW,Don't Phunk With My Heart,Black Eyed Peas,53,1/1/2005,0.689,0.929,5,-2.76,0,0.00933,0,0.548,0.609,130.899,239773,4
0UaMYEvWZi0ZqiDOoHU3YI,Lose Control (feat. Ciara & Fat Man Scoop),Fatman Scoop,66,7/4/2005,0.904,0.813,4,-7.105,0,0.0311,0.00697,0.0471,0.81,125.461,226864,4
4VKnkoNNM6yTb4cXXX3wqD,Shake It Off,Mariah Carey,59,4/12/2005,0.777,0.493,2,-6.516,1,0.181,0,0.108,0.82,134.086,232840,4
7oK9VyNzrYvRFo7nQEYkWN,Mr. Brightside,The Killers,74,6/15/2004,0.356,0.924,1,-3.74,1,0.00101,0,0.0953,0.232,148.017,222587,4
4nva9EpKntUTs6CRSGBCn9,Just A Lil Bit,50 Cent,75,3/3/2005,0.489,0.692,1,-6.672,1,0.0322,0.00608,0.315,0.527,96.946,237707,4
4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,Rihanna,76,8/29/2005,0.779,0.64,7,-8.415,1,0.000155,0.00077,0.101,0.498,99.019,246960,4
4PmMVdIFpJTB9WQbmILf4p,How We Do,50 Cent,73,2005,0.862,0.648,4,-7.401,0,0.0455,0,0.0332,0.637,98.012,235533,4
1yKu2MhpwzDXXH2tzG6xoa,Beverly Hills,Weezer,69,5/10/2005,0.693,0.823,5,-3.761,1,0.0932,0,0.328,0.741,87.904,196093,4
7i7UIbm5E0DD7aSOYvwp2v,Oh (feat. Ludacris),Ludacris,60,9/27/2004,0.8,0.496,7,-7.135,1,0.000298,0,0.0697,0.357,128.29,256347,4
4faFAhOflLzhfJECveRwva,Lonely No More,Rob Thomas,55,4/5/2005,0.551,0.896,9,-3.152,0,0.033,0,0.0899,0.858,171.79,226640,4
2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,Pharrell Williams,75,1/1/2004,0.888,0.632,1,-3.872,1,0.19,0,0.101,0.662,91.979,266067,4
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,50 Cent,76,2005,0.802,0.785,9,-4.781,1,0.14,0,0.123,0.435,99.998,206400,4
41PWz0hAiU9FqsmjR9Wh62,Lovers And Friends,Ludacris,65,11/16/2004,0.675,0.501,10,-6.183,1,0.0541,0,0.429,0.532,139.861,260600,4
4FTOpNYcGxnQdGNWSxIcio,Soldier (feat. T.I. & Lil' Wayne),Lil Wayne,62,11/16/2004,0.878,0.417,7,-6.799,1,0.0444,0,0.0833,0.904,77.49,325573,4
3xrn9i8zhNZsTtcoWgQEAd,Since U Been Gone,Kelly Clarkson,71,1/17/2004,0.662,0.741,0,-5.406,1,0.00165,0.0303,0.114,0.404,131,188960,4
2bmxx16hNi3W5FGzfFO9xX,Switch,Will Smith,56,1/1/2005,0.877,0.885,1,-4.966,1,0.007,0.000497,0.557,0.517,102.507,196653,4
1oNToERLIN71YCPLbRIQGQ,Let Me Hold You (feat. Omarion),Omarion,62,2005,0.815,0.662,6,-8.244,1,0.0915,0.000409,0.0898,0.611,151.518,248493,4
3jEqrIfwKO0M8ALu3TGilF,Like You (feat. Ciara),Ciara,65,2005,0.714,0.6,6,-8.365,1,0.0465,0,0.0646,0.504,82.017,205840,4
2Y2q7PkD7lvuWr8YaZfWuv,Rich Girl,Eve,64,11/23/2004,0.856,0.754,7,-2.728,0,0.0294,1.49E-05,0.206,0.722,98.018,236213,4
19JdbdEwQI7bCxefMokZO8,My Humps,Black Eyed Peas,65,1/1/2005,0.801,0.682,1,-5.919,0,0.111,1.56E-05,0.109,0.586,123.95,326960,4
4UC4H4vX3bJtcgtKR0ZCFJ,Obsesion (No Es Amor) (feat. Baby Bash),Baby Bash,55,2003,0.649,0.503,8,-8.321,1,0.0939,0,0.303,0.538,75.037,225627,4
5zdUc1JRCImBYcDWgvFNpE,Caught Up,Usher,60,3/23/2004,0.817,0.806,6,-4.606,1,0.027,9.00E-06,0.119,0.805,110.086,224640,4
5KqEPvurLuOoV64tNylPO6,Listen to Your Heart - Edmee's Unplugged Vocal Edit,Edmee,42,7/19/2005,0.558,0.268,9,-9.238,0,0.844,0,0.098,0.184,144.712,271040,4
1UREw2MCfU0xwBzCAjxlUD,Scars,Papa Roach,65,1/1/2004,0.384,0.921,11,-3.334,1,0.0948,0,0.168,0.471,89.922,208186,4
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,Gorillaz,81,5/23/2005,0.818,0.705,6,-6.679,1,0.00836,0.00233,0.613,0.772,138.559,222640,4
0nNVR2iDM3eVzEgMi78vQm,Let Me Go,Jack Joseph Puig,54,1/1/2012,0.48,0.863,1,-4.914,0,0.0181,0,0.111,0.491,91.972,243053,4
4VgEM12OeaN3GyBV487Me7,Holiday,Green Day,66,11/17/2017,0.552,0.89,8,-3.409,1,0.000143,0,0.888,0.716,146.525,232680,4
2TfSHkHiFO4gRztVIkggkE,Sugar We're Goin Down,Fall Out Boy,76,5/3/2005,0.494,0.842,7,-4.784,1,0.00579,0,0.122,0.574,162.011,229093,4
3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,Pretty Ricky,62,5/17/2005,0.7,0.538,1,-5.952,1,0.000204,0,0.105,0.189,136.518,237733,4
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),Juelz Santana,70,2005,0.846,0.482,1,-6.721,0,0.0246,0,0.393,0.212,100.969,229867,4
3hb2ScEVkGchcAQqrPLP0R,Photograph,Nickelback,66,9/26/2005,0.515,0.876,8,-3.756,1,0.000932,0.000166,0.136,0.385,145.916,258920,4
0kX0hXGBHWKiuvPLJkbhUR,Lonely,Akon,3,4/29/2022,0.627,0.627,5,-5.861,0,0.367,0,0.294,0.555,90.061,235267,4
6dwkFmLUz6hx2CZG2EqLol,Collide,Howie Day,64,10/7/2003,0.636,0.625,11,-7.895,1,0.222,5.35E-05,0.119,0.342,93.931,249120,4
3ZffCQKLFLUvYM59XKLbVm,Wake Me up When September Ends,Green Day,74,9/21/2004,0.546,0.814,7,-5.146,1,0.023,0,0.0972,0.146,104.98,285653,4
4Ilen0VxPEsVRLpnePji8P,"Slow Down - 12"" Version",Bobby V.,64,1/1/2005,0.568,0.732,11,-4.896,0,0.179,4.92E-06,0.401,0.626,186.048,258667,4
2b8QQqf8Vwb7bfz22ja8Fk,Over And Over,Tim McGraw,60,9/14/2004,0.644,0.517,7,-10.02,1,0.0065,1.37E-06,0.158,0.464,169.799,253933,4
14sDzq0rM97u4wcWsD9ox7,Some Cut - Chopped & Screwed; feat. Cutty,"Michael ""5000"" Watts",9,2/15/2005,0.857,0.544,1,-5.695,1,0.0202,0,0.128,0.48,140.173,331213,4
04FXF9tLQvYzc9ZWnTpaA3,Get It Poppin' (feat. Nelly) - Serban Main 4/20/05,Nelly,47,6/14/2005,0.906,0.551,10,-7.439,0,0.0879,0,0.0661,0.554,100.773,205547,4
5CWyE2OcZI1HVnHBh4RrKF,Play,David Banner,51,1/1/2005,0.837,0.658,1,-8.013,0,0.000213,0.122,0.243,0.586,95.027,230133,4
0Ss50OU9tCozI7JIywkv14,Soul Survivor,Akon,66,2005,0.682,0.483,10,-7.718,1,0.00103,0,0.159,0.108,84.012,280013,4
6VixoRqnikN4QqegoKUSbH,Pimpin' All Over The World,Bobby V.,54,1/1/2004,0.495,0.883,11,-4.087,1,0.287,0,0.138,0.782,92.136,329627,4
68vgtRHr7iZHpzGpon6Jlo,My Boo,Alicia Keys,75,3/23/2004,0.662,0.507,5,-8.238,1,0.257,0,0.0465,0.676,86.412,223440,4
7x6SuiiH3fcrsAgfkp2OwQ,Sugar (Gimme Some) [feat. Cee-Lo & Ludacris],Ludacris,55,10/26/2004,0.822,0.673,4,-6.141,0,0.144,0,0.323,0.85,120.02,245107,4
588RGyR1f4Plc8nm7SrdCa,Karma,Alicia Keys,49,12/2/2003,0.727,0.736,10,-6.203,1,0.0743,0.00311,0.0348,0.687,85.098,256000,4
7clUVcSOtkNWa58Gw5RfD4,Speed of Sound,Coldplay,68,6/7/2005,0.514,0.898,11,-6.765,0,0.00488,0.0345,0.0746,0.353,123.067,287907,4
4vl2zwXsTmAxgu9iY0g6UK,I Don't Want to Be,Gavin DeGraw,62,7/21/2003,0.423,0.862,0,-5.13,0,0.00806,0,0.133,0.462,154.756,217760,4
561jH07mF1jHuk7KlaeF0s,Mockingbird,Eminem,76,11/12/2004,0.637,0.678,0,-3.798,1,0.209,0,0.156,0.254,84.039,250760,4
5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Alejandro Sanz,71,6/3/2005,0.74,0.783,0,-5.367,1,0.0297,0.000308,0.123,0.812,100.011,212893,4
1WNtEr7bOylKKXQx6laTI4,She Will Be Loved - Radio Mix,Maroon 5,0,5/3/2022,0.699,0.71,0,-5.525,0,0.0588,0,0.134,0.557,102.06,257827,4
6EfyEbyk4XjCisJz90V8Ki,Baby I'm Back,Baby Bash featuring Akon,55,2005,0.901,0.392,9,-4.414,0,0.0525,0,0.102,0.761,100.014,219187,4
5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),Ying Yang Twins,56,6/28/2005,0.933,0.513,7,-13.203,1,0.00112,0.00248,0.107,0.595,102.017,179160,4
0CnD7Hiw6pae6rLsZw5q5W,Incomplete,Backstreet Boys,62,6/14/2005,0.437,0.589,4,-4.834,1,0.231,0,0.0768,0.165,133.631,239587,4
3CcvahnsiArpTHYQEWV2Au,Bring Em Out,T.I.,62,11/28/2004,0.759,0.891,11,-2.983,1,0.0298,0,0.141,0.587,98.579,216707,4
6uYAPqxP69zfpCbsTHXgiz,Cater 2 U,Destiny's Child,59,11/16/2004,0.605,0.584,11,-7.043,0,0.286,0,0.235,0.464,125.802,245400,4
1mnqraQ8oV8MX92rdOFLWW,1 Thing,Amerie,62,2005,0.612,0.961,10,-3.078,0,0.107,4.17E-05,0.0413,0.867,129.873,238760,5
5FZxsHWIvUsmSK1IAvm2pp,Best of You,Foo Fighters,75,6/14/2005,0.366,0.94,1,-5.119,0,0.000769,9.42E-05,0.188,0.369,130.198,255627,4
7zL9xrz5krsuC6qVNluQQw,It's Like That,Fatman Scoop,54,4/12/2005,0.8,0.633,8,-4.875,0,0.0901,0,0.0315,0.836,95.953,203360,4
48JAAdtKgOQ4u4QRER6bJX,Goin' Crazy,Natalie,48,1/1/2005,0.6,0.556,1,-7.294,1,0.624,0.00735,0.0837,0.233,105.957,294093,4
3w8xlZi49MQuQkyyB5bi5e,Inside Your Heaven (Bonus Track),Carrie Underwood,35,11/14/2005,0.377,0.565,7,-4.74,1,0.112,1.65E-06,0.204,0.14,134.542,225280,4
3f3omU8n47Mqyab5nCaGyT,Because of You,Kelly Clarkson,67,1/17/2004,0.583,0.584,5,-5.362,0,0.254,0,0.123,0.136,140.039,219493,4
3QfsB9tPwAjMb5b9P7r3Z5,Truth Is,Fantasia,48,11/22/2004,0.707,0.451,11,-10.38,1,0.309,0,0.0524,0.616,73.209,236747,4
5y4TDQdYzlT4eoQIPOgNDz,Your Body,Pretty Ricky,58,5/17/2005,0.838,0.594,4,-5.695,0,0.176,0,0.0867,0.507,90.038,240040,4
1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,70,1/1/2004,0.66,0.666,9,-4.342,1,0.0759,0,0.0268,0.933,89.975,214227,4
469RmLzEsicj8VSn9aIuKV,Cool,Gwen Stefani,54,11/23/2004,0.709,0.721,2,-3.52,1,0.0322,0.000309,0.355,0.801,112.019,189333,4
3njpLvANriMsdv3dgADEad,Get Back,Ludacris,58,1/1/2004,0.555,0.639,1,-5.16,1,0.0594,0,0.118,0.184,171.609,270747,4
7BKi4ZcyMBXeAvJ1OPxhdV,Outta Control - Remix,Mobb Deep,53,1/1/2005,0.77,0.587,8,-5.99,0,0.0268,0,0.0621,0.574,92.009,247973,4
2SuMoyOaAVBg5AzfKyZaKV,U Don't Know Me,T.I.,49,11/28/2004,0.779,0.66,1,-4.854,1,0.0496,0,0.0825,0.526,83.914,243506,4
600qBKuhdgLqxZb1BqIE0T,Don't Lie,Black Eyed Peas,46,1/1/2005,0.662,0.785,9,-5.299,1,0.166,0,0.0784,0.602,89.882,219000,4
0rLzyBecRbTpnBWvMtPVFR,Get Right,Jennifer Lopez,57,3/1/2005,0.741,0.759,0,-5.096,0,0.0218,0,0.628,0.362,97.084,225533,4
5FPnjikbwlDMULCCCa6ZCJ,Daughters,John Mayer,64,9/9/2003,0.674,0.413,2,-7.816,1,0.836,1.95E-05,0.098,0.503,124.893,237907,3
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,66,1/1/2005,0.68,0.87,5,-4.461,1,0.266,0,0.109,0.646,119.075,227840,4
0GkkiqqRdjqmRDrWfTdemH,Girlfight,Big Boi,41,1/1/2005,0.745,0.62,11,-8.24,1,0.0131,0,0.118,0.603,99.985,234733,4
4dvQg9sD8k9y4qiEURuj8v,Lose My Breath,Destiny's Child,58,11/16/2004,0.814,0.899,1,-5.958,1,0.00727,0.219,0.0979,0.545,119.011,242013,4
2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,John Legend,64,12/6/2005,0.469,0.132,10,-14.001,1,0.928,0,0.0873,0.36,66.989,281467,3
4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',Sean Paul,58,9/26/2005,0.95,0.803,1,-4.195,1,0.145,0,0.0748,0.86,117,213066,4
1JURww012QnWAw0zZXi6Aa,Just the Girl,The Click Five,60,8/8/2005,0.571,0.89,9,-1.6,1,0.00509,0,0.0769,0.751,110.958,234147,4
0jdeV5dSB3kUBRqe1xQJbh,TRUE,Ryan Cabrera,61,6/8/2004,0.598,0.4,6,-10.054,1,0.459,0,0.151,0.369,96.938,203546,4
0fgZUSa7D7aVvv3GfO0A1n,Post to Be (feat. Chris Brown & Jhene Aiko),Jhené Aiko,71,12/2/2014,0.733,0.676,10,-5.655,0,0.0697,0,0.208,0.701,97.448,226581,4
5krOROgmf8adn3SJzeKLZy,Back Then,Mike Jones,58,4/19/2005,0.776,0.736,9,-6.308,1,0.0101,0,0.18,0.536,159.838,244187,4
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,Linkin Park,75,11/30/2004,0.687,0.793,2,-4.254,1,0.0603,0,0.582,0.751,107.045,205733,4
1bl99Q4umnPomYGv3dQP67,Wonderful,Ashanti,62,1/1/2004,0.663,0.777,11,-4.954,0,0.277,0,0.0466,0.758,92.68,270507,4
0DLOyyQvwPTSDKuhpzMMwA,I'm Sprung,T-Pain,67,12/6/2005,0.728,0.327,0,-11.596,0,0.0948,0,0.103,0.195,100,231040,4
4vl2zwXsTmAxgu9iY0g6UK,I Don't Want to Be,Gavin DeGraw,62,7/21/2003,0.423,0.862,0,-5.13,0,0.00806,0,0.133,0.462,154.756,217760,4
0ahRDzkKq0KEi7FRoHb0qk,U Already Know,112,56,1/1/2005,0.694,0.511,8,-9.34,1,0.274,0,0.166,0.931,87.014,198880,4
79YeQbd1p7MsuT7wHQLRYY,Mississippi Girl,Faith Hill,52,8/2/2005,0.499,0.765,9,-4.148,1,0.113,0,0.0509,0.665,83.916,232707,4
5SV9SnHkuHMh446QsgQtry,Number One Spot,Ludacris,48,1/1/2004,0.542,0.946,6,-4.279,1,0.0346,0,0.323,0.509,146.7,274467,4
0KGZzYTmH3lfpSKOcjnOkp,Give Me That,Bun B,34,7/5/2005,0.674,0.773,8,-6.002,1,0.00694,0,0.312,0.506,78.006,267720,4
0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,Kesha,79,1/1/2010,0.755,0.837,2,-2.718,0,0.0991,0,0.289,0.714,120.028,199693,4
0VyElz0sHFvEdh21EX0wB5,Need You Now,Lady Antebellum,52,7/30/2021,0.588,0.622,4,-5.535,1,0.0906,0.000633,0.2,0.229,107.942,277573,4
4HlFJV71xXKIGcU3kRyttv,Hey Soul Sister,Train,81,12/1/2010,0.673,0.886,1,-4.44,0,0.185,0,0.0826,0.795,97.012,216773,4
6KOEK6SeCEZOQkLj5M1PxH,California Gurls,Snoop Dogg,66,1/1/2010,0.788,0.753,0,-3.71,1,0.0038,0,0.18,0.403,125.005,234653,4
1bM50INir8voAkVoKuvEUI,OMG (feat. will.i.am),will.i.am,72,3/30/2010,0.781,0.745,4,-5.81,0,0.198,1.14E-05,0.36,0.326,129.998,269493,4
6lV2MSQmRIkycDScNtrBXO,Airplanes (feat. Hayley Williams of Paramore),Hayley Williams,73,4/27/2010,0.66,0.867,6,-4.285,0,0.11,0,0.0368,0.377,93.033,180480,4
15JINEqzVMv3SvJTAXAKED,Love The Way You Lie,Rihanna,80,6/18/2010,0.749,0.925,10,-5.034,1,0.241,0,0.52,0.641,86.989,263373,4
0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,80,11/5/2009,0.696,0.921,0,-3.755,1,0.00314,5.24E-05,0.0842,0.714,119.001,294573,4
